Data;Output
Кажется  сработала сигнализация в соседней машине  Пока она шумит  перезагрузи ПК  убавь громкость браузера до 36  и установи подсветку на теплый терракотовый ;0 0 0 0 0 0 0 0 0 3 3 1 1 1 1 1 0 4 4 4 4 4
Привет  Выключи звук в Телеграмм  переключи аудио на звуковую систему  смени цвет подсветки на электрик лайм и выключи компьютер полностью ;0 1 1 1 1 2 2 2 2 2 4 4 4 4 4 4 0 3 3 3
Алиса  установи громкость в Телеграмм на 70 процентов  переключи все аудио на внешние колонки  а затем смени цвет подсветки на нежно-синий  чтобы глаза не уставали  и включи сонный режим через полчаса ;0 1 1 1 1 1 1 1 2 2 2 2 2 2 0 0 4 4 4 4 4 0 0 0 0 0 3 3 3 3 3
Сначала полностью выключи звук в Дискорде для тишины  затем переведи компьютер в спящий режим  но перед этим увеличь яркость подсветки на максимум  кстати  сегодня на улице удивительно красивый закат ;0 1 1 1 1 1 0 0 0 3 3 3 3 3 0 0 0 4 4 4 4 4 0 0 0 0 0 0 0
Привет  Смени аудиоустройство на монитор  потом убавь громкость системы на два деления  выключи подсветку полностью и перезагрузи компьютер  но только после сохранения всех моих документов  пожалуйста ;0 2 2 2 2 0 1 1 1 1 1 1 4 4 4 0 3 3 0 0 0 0 0 0 0 0
"Чего-то пиццы захотелось  А пока я буду заказывать  прибавь громкость в браузере на три пункта  переключи вывод звука на наушники и установи режим подсветки ""радуга"" для праздничного настроения ";0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 0 4 4 4 4 4 4 0 0 0
Сначала переведи компьютер в режим гибернации  затем выключи подсветку клавиатуры  а после этого полностью отключи звук в системных уведомлениях  чтобы ничего не отвлекало от сна ;0 3 3 3 3 3 0 4 4 4 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0
Ассистент  срочно перезагрузи систему  но перед этим сохрани все открытые вкладки в браузере  убавь общую громкость до 20  и переключи аудио на динамики ноутбука  мне нужно отойти ;0 0 3 3 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 2 2 2 2 2 0 0 0
Установи в браузере громкость на 50 процентов  затем смени цвет подсветки на холодный белый для работы  и переведи компьютер в спящий режим через пятнадцать минут  скоро начнется мой любимый сериал ;1 1 1 1 1 1 1 0 4 4 4 4 4 4 0 0 0 3 3 3 3 3 3 3 3 0 0 0 0 0
Привет  Сначала сделай погромче в Телеграмм  чтобы лучше слышать голосовые сообщения  потом переключи аудио на беспроводные наушники и смени яркость подсветки на минимальную для вечернего просмотра фильмов ;0 0 1 1 1 1 0 0 0 0 0 0 2 2 2 2 2 0 4 4 4 4 4 0 0 0 0
Внезапно вспомнил  что забыл полить цветы  Пока я занят  приглуши громкость в Дискорде до шепота  переведи звук на системные динамики и выключи компьютер полностью после завершения всех процессов ;0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 0 3 3 3 0 0 0 0
Смени аудиоустройство на Bluetooth-колонку  увеличь громкость системы на четыре деления  а затем плавно измени цвет подсветки с синего на зеленый  и перезагрузи компьютер в безопасном режиме ;2 2 2 2 1 1 1 1 1 1 0 0 4 4 4 4 4 4 4 4 0 3 3 3 3 3
Поставь громкость в браузере на 80   чтобы музыка звучала громче  переключи вывод звука на наушники  и установи подсветку на мягкий оранжевый  а потом выключи монитор ;1 1 1 1 1 1 0 0 0 0 2 2 2 2 2 0 4 4 4 4 4 0 0 3 3
